filename,plane,ship,none
0__20170725_174830_1041__-117.70071265600161_33.67941200523412.png,0,0,1
0__20170501_181322_0e1f__-122.381175876_37.6166234323.png,0,0,1
0__20170723_175153_101f__-118.404623952549_33.94068696107186.png,0,0,1
0__20170612_180828_1036__-122.52285839845698_37.66452045709009.png,0,0,1
1__20170407_175220_0e26__-118.385802319_33.9321996738.png,1,0,0
0__20160808_000532_1_0c79__-122.490105522_37.7534253744.png,0,0,1
0__20170719_175047_100e__-118.35980991238722_33.931288337132386.png,0,0,1
0__20161019_181958_0c41__-118.38432083_33.933693528.png,0,0,1
0__20161012_180409_0e30__-121.84143260979853_37.33399569082437.png,0,0,1
1__20170626_174708_102d__-117.86147270925086_33.680719138929.png,1,0,0
1__20170615_174720_0f28__-117.86395759683761_33.6768286164329.png,1,0,0
0__20161008_174747_0e26__-118.403929994_33.9399373672.png,0,0,1
0__20161103_174610_0e0e__-117.864791352_33.6756940642.png,0,0,1
0__20160214_204130_0c74__-117.24990185130174_32.736368854488056.png,0,0,1
0__20170522_180635_0f42__-122.33802318235793_37.73709458379051.png,0,0,1
1__20170618_174928_1031__-118.4099424696956_33.94540813262289.png,1,0,0
0__20180712_211331_0f06__-118.14370605893323_33.73608912911218.png,0,0,1
0__20170713_180941_1002__-122.35345404842622_37.62258583937372.png,0,0,1
0__20160731_174508_0e30__-118.400975858_33.9399169152.png,0,0,1
1__20161202_174323_0e20__-117.199456779_32.7323609875.png,1,0,0
0__20170602_174848_1029__-118.3988084115445_33.94234936570493.png,0,0,1
1__20170522_174816_0f1d__-118.388345965_33.9339668563.png,1,0,0
1__20170617_181435_0e0f__-122.39322535945719_37.61795589594095.png,1,0,0
1__20170101_180919_0e30__-122.390815973_37.6114975964.png,1,0,0
0__20170620_180743_102f__-122.39132587624277_37.618325668396345.png,0,0,1
1__20170613_180815_1017__-122.3939638717056_37.61896771604432.png,1,0,0
0__20170522_174304_1040__-117.363005601_32.7312482504.png,0,0,1
0__20160629_154412_0c13__-121.93649064100164_37.29540916434152.png,0,0,1
0__20161019_182307_1_0d05__-119.048052319_34.0335344926.png,0,0,1
0__20161006_175113_0e1f__-119.287239479_34.1903882235.png,0,0,1
0__20171217_181637_1032__-122.34643530887935_37.76780420041414.png,0,0,1
0__20170407_175220_0e26__-118.30770724265757_33.89876518352021.png,0,0,1
1__20170505_181258_0e2f__-122.216912587_37.7156517734.png,1,0,0
0__20170111_175315_0e14__-119.053272634_34.061390066.png,0,0,1
0__20151223_185618_0c47__-121.37648751829379_38.668299930993385.png,0,0,1
0__20150715_182837_090c__-117.983543455_33.722614908.png,0,0,1
0__20170430_201723_0c27__-118.402247746_33.9402811888.png,0,0,1
0__20160717_153849_0c81__-122.40732152092845_37.637389202302565.png,0,0,1
0__20170527_174737_0f10__-118.205203415_33.7893986942.png,0,0,1
1__20170623_174704_1038__-117.8611940333088_33.68107837904123.png,1,0,0
0__20170620_174906_1032__-118.40311860808211_33.94192155596477.png,0,0,1
0__20170528_174539_0f18__-117.862331794_33.678931033.png,0,0,1
0__20161008_174747_0e26__-118.403724578_33.9412653529.png,0,0,1
0__20161006_175113_0e1f__-119.27617165_34.1479393436.png,0,0,1
0__20151227_171358_0c53__-121.89534252662584_37.38723995676639.png,0,0,1
0__20160719_180314_0e14__-122.36887574_37.6200194115.png,0,0,1
0__20170629_180856_1029__-122.42130172800664_37.60163047665108.png,0,0,1
0__20171119_181613_0f52__-122.32814224256553_37.737876900828944.png,0,0,1
0__20170620_174906_1032__-118.17543815230474_33.90402139252507.png,0,0,1
0__20170613_180814_1017__-122.39017411502343_37.61783300056653.png,0,0,1
0__20170722_181137_0e30__-121.77246357728706_37.364504341889024.png,0,0,1
1__20161218_180847_0e26__-122.380493634_37.6167242099.png,1,0,0
0__20170524_174812_102d__-118.405394835_33.9421661286.png,0,0,1
0__20170618_180804_0f34__-122.2215690348504_37.588314111047154.png,0,0,1
1__20161218_184923_0c76__-122.388514743_37.6127570986.png,1,0,0
0__20151112_182747_0c47__-118.17142367247376_33.797786601822665.png,0,0,1
0__20170106_180851_0e30__-122.4138179520589_37.75815405806719.png,0,0,1
0__20170620_174902_0f3f__-118.31470242971366_33.83235276294067.png,0,0,1
0__20170317_174302_1038__-117.985470708_33.7042552558.png,0,0,1
0__20160822_181156_0c42__-122.390462384_37.6116693519.png,0,0,1
0__20160716_160553_0c78__-117.833708115_33.6740677879.png,0,0,1
0__20161202_180734_0e30__-122.13331872158157_37.73795736932523.png,0,0,1
0__20171206_181521_1042__-122.06949807879657_37.682013564730916.png,0,0,1
1__20170508_171052_0c43__-122.390423503_37.6214132479.png,1,0,0
0__20170511_180611_1041__-122.353153512_37.6258830706.png,0,0,1
0__20170730_181043_103d__-122.20324621174798_37.72271393777617.png,0,0,1
0__20170101_180917_0e30__-122.57202138891589_37.7513177333551.png,0,0,1
1__20170424_174737_0f52__-118.40650685_33.9395236041.png,1,0,0
0__20170715_174820_1030__-117.86118541343106_33.68080595913656.png,0,0,1
0__20170120_180944_0e14__-122.394348995_37.6186116243.png,0,0,1
0__20151217_183730_0905__-118.114483839_33.7952027717.png,0,0,1
0__20170404_003643_1_0c38__-121.970948036_37.3797018393.png,0,0,1
0__20170725_180713_0f34__-121.83138082007845_37.31832161243371.png,0,0,1
0__20170529_174526_1024__-117.645577521_33.6204831821.png,0,0,1
0__20161128_174850_0e30__-118.410273878_33.9467094898.png,0,0,1
0__20151227_171358_0c53__-121.84836127903829_37.357047557744224.png,0,0,1
0__20170513_174817_0f10__-118.405871862_33.9415654951.png,0,0,1
0__20161212_180856_0e30__-122.35011620653091_37.74029845554652.png,0,0,1
0__20160810_174527_0e0f__-118.18181367708993_33.92398104712875.png,0,0,1
0__20170727_174407_1033__-117.10559151872377_32.656198053405696.png,0,0,1
0__20170416_174557_1028__-118.404476368_33.9396064875.png,0,0,1
0__20170326_174903_0e19__-117.516993334_34.0365491373.png,0,0,1
1__20161116_180805_0e14__-122.388367584_37.6211024323.png,1,0,0
0__20170121_175133_0e14__-118.398723592_33.9411329014.png,0,0,1
1__20170106_180851_0e30__-122.33730563927116_37.76029035705576.png,0,1,0
1__20170527_180746_1021__-122.390283641_37.6180147081.png,1,0,0
1__20170227_180929_0e0f__-121.588178983_38.6939841483.png,1,0,0
1__20170414_180532_0f28__-122.390982604_37.6170213101.png,1,0,0
1__20170722_175038_0f38__-118.4018331414548_33.940001762527615.png,1,0,0
0__20160830_220147_1_0c82__-118.3243335355495_33.973095083579295.png,0,0,1
0__20170629_180634_101f__-121.99662385667565_37.34220094178941.png,0,0,1
1__20170227_180950_0e0f__-121.927543563_37.366855368.png,1,0,0
0__20170628_180809_0f38__-122.03854951501968_37.72854292657986.png,0,0,1
0__20170713_174921_0f41__-117.72653102044848_33.63226415945653.png,0,0,1
1__20160916_174733_0e20__-118.402612513_33.9412655705.png,1,0,0
0__20170204_225401_0c46__-118.32436494_33.9290233967.png,0,0,1
0__20170627_175043_100a__-118.38190665639758_33.93493808314693.png,0,0,1
1__20160816_174600_0e0e__-118.407389122_33.9410000751.png,1,0,0
0__20170728_175003_102a__-118.52510037089468_33.8981049586683.png,0,0,1
0__20151117_161515_0b0e__-118.08027807961138_33.83249223994119.png,0,0,1
0__20170104_174447_0e16__-117.083083423_32.7053875421.png,0,0,1
0__20170626_174708_102d__-117.93530271988213_33.67821088234394.png,0,0,1
0__20161018_193327_0c45__-122.383287587_37.6161207265.png,0,0,1
0__20160905_174542_0e3a__-118.443353867_33.9852291947.png,0,0,1
0__20170421_174301_1024__-117.592878097_34.0457574245.png,0,0,1
0__20160827_231304_0c24__-118.46204601879263_33.97491750418572.png,0,0,1
1__20170702_180943_103c__-122.3332290637038_37.721168346437786.png,0,1,0
0__20160816_013440_0c64__-122.0282315370211_37.417664494207386.png,0,0,1
0__20170406_174028_1022__-117.198825394_32.7339434837.png,0,0,1
0__20170516_175114_1039__-119.2530375_34.1086051783.png,0,0,1
0__20160628_230903_0c13__-117.64305527828553_34.04915774909834.png,0,0,1
1__20170101_201604_0c22__-118.388982188_33.9338929388.png,1,0,0
1__20161031_211238_1_0c37__-118.402131651_33.9332632117.png,1,0,0
0__20170705_180816_103e__-122.2814447560679_37.71502356385433.png,0,0,1
0__20151101_223403_0c07__-117.54360013706341_34.04005990578733.png,0,0,1
0__20170404_174452_100f__-118.2512702564345_33.79535214488419.png,0,0,1
0__20170713_174921_0f41__-117.86172962285734_33.68020691176416.png,0,0,1
1__20170528_174539_0f18__-117.864175055_33.6764697137.png,1,0,0
0__20161210_174711_0e16__-117.6988975351303_34.12839646413646.png,0,0,1
0__20160714_165524_0c59__-118.16881286712517_33.81074387692505.png,0,0,1
0__20150904_215125_0b0a__-118.362195209_33.9994921989.png,0,0,1
1__20170721_180939_0f31__-122.39399653946856_37.61827815970684.png,1,0,0
0__20170325_175322_0e20__-118.40527035_33.9464420688.png,0,0,1
0__20160815_180248_0e30__-121.992439055_37.3106629819.png,0,0,1
1__20170729_175335_101d__-118.40323269335445_33.946344345012726.png,1,0,0
0__20150918_184617_0906__-122.087862061_37.3283916629.png,0,0,1
0__20161105_180517_0e1f__-121.81569771963807_37.348991522590296.png,0,0,1
1__20170618_180804_0f34__-122.39031916184973_37.61123215914729.png,1,0,0
0__20170713_174915_0f41__-117.75990386471439_34.08168817472478.png,0,0,1
0__20161116_180805_0e14__-122.380558647_37.6172691552.png,0,0,1
0__20170611_180736_1008__-122.11689456507031_37.61277835257146.png,0,0,1
1__20161128_174850_0e30__-118.411298711_33.9439502995.png,1,0,0
1__20170101_180919_0e30__-122.390646809_37.621070634.png,1,0,0
0__20170615_174723_103d__-117.89821076114423_33.72445553278997.png,0,0,1
1__20170106_180853_0e30__-122.390646809_37.621070634.png,1,0,0
0__20170120_180944_0e14__-122.388450821_37.6124160671.png,0,0,1
0__20170722_175038_0f38__-118.17475868216907_33.949074321217836.png,0,0,1
0__20151118_160622_0c72__-118.30738737377425_33.98398976658232.png,0,0,1
0__20170309_174809_0e26__-117.534289202_34.0738125805.png,0,0,1
0__20151118_160625_0c72__-118.13193273891065_33.865171716989735.png,0,0,1
0__20161017_191210_1_0c81__-119.067183388_34.138924773.png,0,0,1
0__20170720_175004_0e16__-117.16863723651204_32.75382431621116.png,0,0,1
0__20151118_160418_0c68__-118.39475862277317_34.09971226972901.png,0,0,1
0__20160210_222532_0c18__-117.605284821_34.0490248521.png,0,0,1
0__20170624_174443_0f25__-117.33412211457085_32.78171799545309.png,0,0,1
1__20161212_180859_0e30__-122.389382406_37.6201492015.png,1,0,0
0__20161018_192144_0c24__-122.4790600312469_37.85209765752398.png,0,0,1
0__20170615_181510_0e3a__-122.38512003239543_37.793645674551065.png,0,0,1
0__20170609_180754_101b__-122.38232822892995_37.61703507075656.png,0,0,1
1__20170714_175018_1002__-118.40323269335445_33.946344345012726.png,1,0,0
0__20151115_171129_0c18__-122.40073810175511_37.627297061876746.png,0,0,1
0__20170619_180817_0f3f__-122.40441281473255_37.76305511923864.png,0,0,1
0__20160819_192240_0c42__-122.41877360591253_37.65134472629873.png,0,0,1
0__20170624_174650_101b__-117.6844627799878_34.061001055890905.png,0,0,1
0__20170909_181359_0f28__-122.30201592380763_37.77533677476695.png,0,0,1
1__20170101_180919_0e30__-122.383710941_37.614759297.png,1,0,0
0__20160731_174508_0e30__-118.411728877_33.9443932305.png,0,0,1
1__20170620_180743_102f__-122.38764449975886_37.62078689966483.png,1,0,0
0__20170101_201603_0c22__-118.405201888_33.942276547.png,0,0,1
0__20151112_182716_0c18__-118.421972466_34.0273842034.png,0,0,1
1__20170717_180818_1010__-122.35291186187388_37.75161631965994.png,0,1,0
0__20170613_180706_1040__-122.18104515058427_37.698550871824644.png,0,0,1
0__20151118_160415_0c53__-118.39575565822626_33.99789852345485.png,0,0,1
0__20161031_211237_0c37__-118.40497736_33.9463913056.png,0,0,1
0__20170629_174705_0f51__-117.62374933477773_34.04046403557585.png,0,0,1
0__20170621_181254_0e26__-122.38155269281539_37.61627388706334.png,0,0,1
0__20151202_183817_0905__-118.392693797_33.9694996762.png,0,0,1
0__20161105_193124_0c12__-119.20888561187684_34.020010782587555.png,0,0,1
1__20170524_174812_102d__-118.430102526_33.9444687471.png,1,0,0
0__20160713_153226_0c64__-117.193166904_32.7231815562.png,0,0,1
0__20160216_195851_0c47__-117.82268463233869_33.67530511710841.png,0,0,1
0__20170713_175036_0f12__-118.36276658575696_33.94167148722069.png,0,0,1
0__20170419_180522_1009__-122.390793693_37.6168897985.png,0,0,1
0__20160222_170515_0b0a__-117.170433213_32.7215095943.png,0,0,1
0__20170724_181036_1011__-122.34834296723844_37.73671945645535.png,0,0,1
1__20161016_192718_0c76__-117.8623706_33.6793326533.png,1,0,0
0__20170502_175430_0e1f__-118.404767959_33.9455009165.png,0,0,1
1__20170527_180745_1021__-122.3782948_37.6276517358.png,1,0,0
1__20170513_174817_0f10__-118.42285042_33.9449319223.png,1,0,0
1__20161103_195531_0c27__-121.924324486_37.3639441592.png,1,0,0
0__20170723_181450_0e0e__-122.40396917918808_37.60584359793287.png,0,0,1
0__20170602_010248_0c44__-122.38875230071513_37.61295843076709.png,0,0,1
0__20161218_180845_0e26__-122.5166757517887_37.77330323976371.png,0,0,1
0__20170729_174854_1039__-118.26779415749603_33.82591796817958.png,0,0,1
0__20170609_175431_0e1f__-118.37866488800246_33.98348220085295.png,0,0,1
0__20170602_174242_1021__-117.22105924504459_32.752146148068235.png,0,0,1
0__20170602_174848_1029__-118.38564869848072_33.933516265438094.png,0,0,1
0__20180707_182443_0f17__-122.34446866415605_37.75135334557558.png,0,0,1
0__20161118_174605_0e30__-117.683371753_34.1072993751.png,0,0,1
0__20170721_180825_100b__-122.33792748468423_37.76694552814463.png,0,0,1
0__20160816_203207_1_0c82__-122.266953486_37.6864887818.png,0,0,1
0__20160831_174401_0e16__-117.89250617_33.733290315.png,0,0,1
1__20170513_174817_0f10__-118.406287309_33.9418445272.png,1,0,0
1__20160720_174503_0e3a__-118.407234684_33.9393855686.png,1,0,0
1__20170106_180853_0e30__-122.380734302_37.6182844748.png,1,0,0
1__20161001_174817_0e1f__-118.410873736_33.9409656857.png,1,0,0
0__20170615_174851_100b__-118.41804845431862_33.939856701010775.png,0,0,1
0__20160830_220132_0c37__-118.38398101483793_33.96683848149173.png,0,0,1
1__20161202_180738_0e30__-122.380734302_37.6182844748.png,1,0,0
1__20170620_174331_0f38__-117.20475960423737_32.73425118195704.png,1,0,0
0__20170612_174536_102d__-117.48668401789689_34.044437977834924.png,0,0,1
0__20170101_201607_0c22__-118.20364505500783_33.80770332669528.png,0,0,1
0__20150827_012505_0b0f__-118.41751010149996_33.975898573378025.png,0,0,1
0__20160816_174600_0e0e__-118.402732772_33.9401674471.png,0,0,1
0__20160911_174650_0e14__-118.401123842_33.9410244429.png,0,0,1
0__20170505_181259_0e2f__-122.378298291_37.6274513588.png,0,0,1
0__20170415_183402_0c13__-118.31469543075517_33.88056425813909.png,0,0,1
1__20170404_233842_1_0c38__-118.40994247_33.9454081326.png,1,0,0
0__20170526_174612_1041__-117.791581274_33.6113012307.png,0,0,1
0__20170113_174838_0e3a__-117.862467452_33.6795523969.png,0,0,1
0__20170917_190615_0f3c__-122.38337078114024_37.725280897582635.png,0,0,1
0__20170507_180409_102e__-121.82993067322674_37.38342003788707.png,0,0,1
0__20170422_181000_0e20__-121.652360541_37.3233131255.png,0,0,1
1__20160209_222542_1_0b0f__-118.411473369_33.9451968407.png,1,0,0
0__20170419_174117_1042__-117.197863104_32.7331602017.png,0,0,1
0__20180705_182235_0f4d__-122.32434891830309_37.72817509413717.png,0,0,1
1__20170613_180815_1017__-122.3931819474448_37.619233842115186.png,1,0,0
0__20150827_012518_1_0b0a__-118.3924957152631_33.97726637382143.png,0,0,1
0__20161102_180658_0e26__-122.28126318568829_37.769020038003475.png,0,0,1
1__20170615_180728_1003__-122.33857930013673_37.77024798442913.png,0,1,0
1__20170728_175002_102a__-118.40332877746077_33.94671287238693.png,1,0,0
0__20161019_181958_0c41__-118.405130747_33.9458484765.png,0,0,1
0__20170729_175107_1036__-118.40252096525562_33.93318993835022.png,0,0,1
0__20170430_174331_0f35__-117.356053532_34.0203725806.png,0,0,1
0__20160316_153307_0b0a__-121.99515109661685_37.353599569288576.png,0,0,1
1__20160905_193458_0c37__-122.34476126326628_37.75678988919636.png,0,1,0
1__20160911_174650_0e14__-118.406287309_33.9418445272.png,1,0,0
0__20170508_180611_1010__-122.4197230489025_37.76083314812999.png,0,0,1
0__20180709_182127_0e20__-122.09741255881366_37.69750770960183.png,0,0,1
0__20170129_181027_0e1f__-122.37168169222907_37.74690485775517.png,0,0,1
1__20160823_221550_0c18__-117.200578872_32.7329963216.png,1,0,0
0__20170822_181223_0f31__-122.43911428439_37.79534818338996.png,0,0,1
0__20151115_165831_0b09__-121.9005262432122_37.35946384557757.png,0,0,1
0__20170620_180743_102f__-122.28705087537311_37.598705582744884.png,0,0,1
0__20170501_180609_100e__-122.42681549382782_37.80829488004606.png,0,0,1
0__20161214_174940_0e26__-118.384451073_33.9337191175.png,0,0,1
0__20170308_175227_0e0e__-118.405056052_33.9472290785.png,0,0,1
0__20151227_171358_0c53__-121.97010881693448_37.37169057193753.png,0,0,1
1__20160720_174503_0e3a__-118.404482596_33.9472632459.png,1,0,0
0__20161203_174949_0e30__-118.430249401_33.9726129173.png,0,0,1
0__20170609_180758_103a__-122.37929362850244_37.6263209187208.png,0,0,1
0__20170620_174856_0f22__-118.14652572030732_33.87718462978943.png,0,0,1
0__20170609_180756_103a__-122.32776284192086_37.738415526372165.png,0,0,1
0__20170325_175322_0e20__-118.404858649_33.9470690083.png,0,0,1
0__20160922_174933_0e0e__-119.01774208_34.1364474799.png,0,0,1
1__20170613_174901_1036__-118.40335356269328_33.94712288559425.png,1,0,0
1__20180705_213443_0f02__-122.34108689165929_37.748684626437615.png,0,1,0
1__20170620_232625_0c79__-122.38764449975886_37.62078689966483.png,1,0,0
0__20160215_210551_0c68__-122.389675239_37.6206425873.png,0,0,1
0__20170414_174912_1034__-119.12815013349321_34.14945978510185.png,0,0,1
1__20170617_170358_0c13__-118.40720991503414_33.9394095908632.png,1,0,0
1__20170416_174628_1024__-118.409362714_33.9415126205.png,1,0,0
0__20161110_171528_0c19__-117.186359848_32.7443815831.png,0,0,1
1__20170609_180754_101b__-122.384885073798_37.6194622188885.png,1,0,0
0__20150716_184250_090c__-122.052978258_37.7049194305.png,0,0,1
0__20161001_174641_0e0f__-118.11606024349565_33.839235030018536.png,0,0,1
0__20170430_181117_0e26__-122.215079288_37.7207383301.png,0,0,1
0__20161022_170546_0c24__-117.862683711_33.678522722.png,0,0,1
0__20170411_174455_1029__-118.213301704_33.8259521623.png,0,0,1
1__20170508_180613_1010__-122.378675896_37.6281739448.png,1,0,0
1__20170404_180934_0e30__-121.929459635_37.3684506654.png,1,0,0
0__20160829_195802_0c72__-122.381727799_37.6156528832.png,0,0,1
0__20170430_201726_1_0c27__-118.18444599138216_33.82092987792779.png,0,0,1
0__20160810_174548_0e16__-118.18192859630773_33.93934711291903.png,0,0,1
1__20170504_180621_102d__-122.393181947_37.6192338421.png,1,0,0
0__20170308_175227_0e0e__-118.386159136_33.9349714376.png,0,0,1
0__20170726_174854_0f10__-117.86399751342508_33.67721480817506.png,0,0,1
0__20170624_174347_0f10__-117.19856972568112_32.73416038666214.png,0,0,1
1__20170723_180813_1005__-122.37908793254296_37.626529392612895.png,1,0,0
0__20151118_160630_0c72__-117.98348620726146_33.65792308885073.png,0,0,1
1__20170615_174858_0f51__-118.40728114680799_33.93975272773884.png,1,0,0
0__20170515_174151_1030__-117.311424229_32.7124975977.png,0,0,1
